PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000E+00 0.00000E+00 4.34807E-01 1.08700E+00 1.08704E+00 1.08704E+00 1.08779E+00 4.34807E-01 0.00000E+00 0.00000E+00 1.45846E-02
0.00000E+00 0.00000E+00 4.34807E-01 1.08700E+00 1.08704E+00 1.08704E+00 1.08779E+00 4.34807E-01 0.00000E+00 0.00000E+00 1.45846E-02
0.00000E+00 4.13341E-02 4.71160E-01 1.11588E+00 1.11592E+00 1.11592E+00 1.11674E+00 4.71160E-01 4.13341E-02 0.00000E+00 1.43629E+00
0.00000E+00 1.16431E-01 5.41468E-01 1.17899E+00 1.17905E+00 1.17905E+00 1.17993E+00 5.41468E-01 1.16431E-01 0.00000E+00 3.82750E+00
0.00000E+00 2.30902E-01 6.51314E-01 1.28190E+00 1.28196E+00 1.28197E+00 1.28290E+00 6.51314E-01 2.30902E-01 0.00000E+00 7.43557E+00
0.00000E+00 3.91036E-01 8.06966E-01 1.43082E+00 1.43089E+00 1.43091E+00 1.43190E+00 8.06966E-01 3.91036E-01 0.00000E+00 1.25231E+01
0.00000E+00 6.06480E-01 1.01806E+00 1.63538E+00 1.63546E+00 1.63548E+00 1.63654E+00 1.01806E+00 6.06480E-01 0.00000E+00 1.94610E+01
0.00000E+00 8.84783E-01 1.29212E+00 1.90307E+00 1.90315E+00 1.90319E+00 1.90431E+00 1.29212E+00 8.84783E-01 0.00000E+00 2.85430E+01
8.17235E-02 1.22436E+00 1.62755E+00 2.23227E+00 2.23237E+00 2.23242E+00 2.23360E+00 1.62755E+00 1.22436E+00 8.17235E-02 3.99264E+01
5.46825E-01 1.68120E+00 2.08003E+00 2.67821E+00 2.67832E+00 2.67839E+00 2.67964E+00 2.08003E+00 1.68120E+00 5.46825E-01 5.45636E+01
1.12605E+00 2.25222E+00 2.64675E+00 3.23846E+00 3.23859E+00 3.23867E+00 3.24000E+00 2.64675E+00 2.25222E+00 1.12605E+00 7.26031E+01
1.82624E+00 2.94425E+00 3.33452E+00 3.91985E+00 3.91999E+00 3.92009E+00 3.92149E+00 3.33452E+00 2.94425E+00 1.82624E+00 9.45829E+01
2.66337E+00 3.77323E+00 4.15929E+00 4.73830E+00 4.73845E+00 4.73857E+00 4.74006E+00 4.15929E+00 3.77323E+00 2.66337E+00 1.20973E+02
3.65753E+00 4.75927E+00 5.14118E+00 5.71393E+00 5.71409E+00 5.71423E+00 5.71580E+00 5.14118E+00 4.75927E+00 3.65753E+00 1.52328E+02
4.82734E+00 5.92097E+00 6.29875E+00 6.86531E+00 6.86549E+00 6.86566E+00 6.86731E+00 6.29875E+00 5.92097E+00 4.82734E+00 1.89112E+02
6.19099E+00 7.27652E+00 7.65022E+00 8.21063E+00 8.21083E+00 8.21103E+00 8.21278E+00 7.65022E+00 7.27652E+00 6.19099E+00 2.31738E+02
7.76918E+00 8.84662E+00 9.21627E+00 9.77060E+00 9.77082E+00 9.77105E+00 9.77289E+00 9.21627E+00 8.84662E+00 7.76918E+00 2.80656E+02
9.58345E+00 1.06528E+01 1.10184E+01 1.15667E+01 1.15670E+01 1.15672E+01 1.15692E+01 1.10184E+01 1.06528E+01 9.58345E+00 3.36293E+02
1.16560E+01 1.27173E+01 1.30790E+01 1.36213E+01 1.36215E+01 1.36218E+01 1.36239E+01 1.30790E+01 1.27173E+01 1.16560E+01 3.99050E+02
1.40096E+01 1.50628E+01 1.54205E+01 1.59569E+01 1.59572E+01 1.59575E+01 1.59596E+01 1.54205E+01 1.50628E+01 1.40096E+01 4.69292E+02
1.66671E+01 1.77122E+01 1.80660E+01 1.85966E+01 1.85969E+01 1.85973E+01 1.85995E+01 1.80660E+01 1.77122E+01 1.66671E+01 5.47348E+02
1.96518E+01 2.06888E+01 2.10387E+01 2.15634E+01 2.15637E+01 2.15642E+01 2.15665E+01 2.10387E+01 2.06888E+01 1.96518E+01 6.33497E+02
2.29865E+01 2.40154E+01 2.43615E+01 2.48804E+01 2.48807E+01 2.48812E+01 2.48837E+01 2.43615E+01 2.40154E+01 2.29865E+01 7.27972E+02
